Url,TopicKey,Visits,UniqueVisitors,BounceRate,MedianActivePvl,OrganicSearch,Views,CSAT,CSATCount
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-csharp-build-bot-framework-sample,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,7,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis-csharp-build-bot-framework-sample,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,66,1,0,3,0,3
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/media/luis-how-to-batch-test/,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,3,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/media/,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,4,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-supported-languages-,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,39,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-quickstart-intent-and-sentiment-analysis,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/publishap,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,11,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-concept-%20keys,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,4,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/homew,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-tutorial-interchangeable-phase-list,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,3,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-concept-features,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-tutorial-function-appinsights,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/prebuiltentities,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-concept-featur,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-get-started-create-app),e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/add-example-utterances),e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-concept-feature-,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,111,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-resources-faq-,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,4,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/home.info,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,10,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-boundaries-%20model%20boundary,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-tutorial-interchangeable-phrase-list,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,4,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/manage-keys.md,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,50,2,0,2,0,2
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/',e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,4,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-how-to-revie,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,5,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-how-to-review,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,3,0,1,0,1
"https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-how-to-azure-subscription),b",e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,3,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/label-endpoint-utterances,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,3,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/manage-leys,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,9,0,1,0,1
